,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,EDA_Mean,EDA_Min,EDA_Max,EDA_Std,EDA_Kurtosis,EDA_Skew,EDA_Num_Peaks,EDA_Amphitude,EDA_Duration,HR_Mean,HR_Min,HR_Max,HR_Std,HR_RMS,temp_Mean,temp_Min,temp_Max,temp_Std,pred
30,75.71475000000001,76.3115,76.90599999999999,77.6895,78.447,79.13074999999999,80.06899999999999,81.72775,83.91299999999998,85.82775,29.633499999999998,29.634500000000003,29.627,29.615000000000002,29.621499999999997,29.635,29.6455,29.646000000000004,29.644,29.653499999999998,0.24604225,0.18550465,0.092906975,0.0739433,0.07461609999999999,0.076474,0.082175925,0.08278455,0.080894575,0.080574275,0.08188755,0.073303,0.088679,0.004153940887578927,-0.9132726585134692,-0.27192964564101024,1.0,0.011532,9.187713450929671,86.92675,86.2,87.37,0.40004616921050173,0.07187952884282708,29.644,29.63,29.67,0.018000000000001157,0.0
31,76.3115,76.90599999999999,77.6895,78.447,79.13074999999999,80.06899999999999,81.72775,83.91299999999998,85.82775,86.92675,29.634500000000003,29.627,29.615000000000002,29.621499999999997,29.635,29.6455,29.646000000000004,29.644,29.653499999999998,29.644,0.18550465,0.092906975,0.0739433,0.07461609999999999,0.076474,0.082175925,0.08278455,0.080894575,0.080574275,0.08188755,0.082303975,0.074584,0.088679,0.003479542300989457,-0.5670092106691702,0.0710023806396376,1.0,0.008969000000000005,6.083376690946929,87.25699999999999,86.98,87.37,0.12037856952132506,0.05068758002934185,29.643500000000007,29.63,29.69,0.015091388272787144,0.0
32,76.90599999999999,77.6895,78.447,79.13074999999999,80.06899999999999,81.72775,83.91299999999998,85.82775,86.92675,87.25699999999999,29.627,29.615000000000002,29.621499999999997,29.635,29.6455,29.646000000000004,29.644,29.653499999999998,29.644,29.643500000000007,0.092906975,0.0739433,0.07461609999999999,0.076474,0.082175925,0.08278455,0.080894575,0.080574275,0.08188755,0.082303975,0.08188762499999999,0.074584,0.088679,0.0034524676587008025,-0.4725417072779745,0.2510219526736645,0.0,0.0,0.0,87.00699999999999,86.62999999999998,87.34999999999998,0.2596170256358336,0.04224470836229477,29.6555,29.61,29.69,0.018967076738391715,0.0
33,77.6895,78.447,79.13074999999999,80.06899999999999,81.72775,83.91299999999998,85.82775,86.92675,87.25699999999999,87.00699999999999,29.615000000000002,29.621499999999997,29.635,29.6455,29.646000000000004,29.644,29.653499999999998,29.644,29.643500000000007,29.6555,0.0739433,0.07461609999999999,0.076474,0.082175925,0.08278455,0.080894575,0.080574275,0.08188755,0.082303975,0.08188762499999999,0.084386225,0.075865,0.091241,0.003432749054966734,-0.3232231922295794,-0.43537025229455434,0.0,0.0,0.0,86.5565,85.79999999999998,86.98,0.29505550325320684,0.07189736274183514,29.635999999999996,29.59,29.69,0.029051678092668603,0.0
34,78.447,79.13074999999999,80.06899999999999,81.72775,83.91299999999998,85.82775,86.92675,87.25699999999999,87.00699999999999,86.5565,29.621499999999997,29.635,29.6455,29.646000000000004,29.644,29.653499999999998,29.644,29.643500000000007,29.6555,29.635999999999996,0.07461609999999999,0.076474,0.082175925,0.08278455,0.080894575,0.080574275,0.08188755,0.082303975,0.08188762499999999,0.084386225,0.087045,0.080991,0.093804,0.0031121559086909516,-0.5425499182152089,0.15445606846564994,0.0,0.0,0.0,85.823,84.67,86.62999999999998,0.594887384300592,0.10466062370273836,29.607500000000005,29.59,29.63,0.014274102423619895,0.0
35,79.13074999999999,80.06899999999999,81.72775,83.91299999999998,85.82775,86.92675,87.25699999999999,87.00699999999999,86.5565,85.823,29.635,29.6455,29.646000000000004,29.644,29.653499999999998,29.644,29.643500000000007,29.6555,29.635999999999996,29.607500000000005,0.076474,0.082175925,0.08278455,0.080894575,0.080574275,0.08188755,0.082303975,0.08188762499999999,0.084386225,0.087045,0.088774775,0.083553,0.093804,0.002982904125910687,-1.3623188669537039,-0.06692117195926799,0.0,0.0,0.0,84.71525,83.45,85.79999999999998,0.6813221980091279,0.11964691644745558,29.597,29.57,29.61,0.010535653752852514,0.0
36,80.06899999999999,81.72775,83.91299999999998,85.82775,86.92675,87.25699999999999,87.00699999999999,86.5565,85.823,84.71525,29.6455,29.646000000000004,29.644,29.653499999999998,29.644,29.643500000000007,29.6555,29.635999999999996,29.607500000000005,29.597,0.082175925,0.08278455,0.080894575,0.080574275,0.08188755,0.082303975,0.08188762499999999,0.084386225,0.087045,0.088774775,0.08835835,0.079709,0.092523,0.0028616039518948107,0.27789439773154223,-0.5336290888167646,0.0,0.0,0.0,83.561,82.43,84.67,0.6501915102490985,0.11455599907065919,29.576999999999998,29.55,29.61,0.018734993995194796,0.0
37,81.72775,83.91299999999998,85.82775,86.92675,87.25699999999999,87.00699999999999,86.5565,85.823,84.71525,83.561,29.646000000000004,29.644,29.653499999999998,29.644,29.643500000000007,29.6555,29.635999999999996,29.607500000000005,29.597,29.576999999999998,0.08278455,0.080894575,0.080574275,0.08188755,0.082303975,0.08188762499999999,0.084386225,0.087045,0.088774775,0.08835835,0.08723725,0.079709,0.091241,0.0025008460143519434,0.7573621380981197,-0.9542870077668968,0.0,0.0,0.0,82.45125,81.18,83.45,0.6335936690813748,0.11711270048711442,29.5485,29.51,29.57,0.01864805619897112,0.0
38,83.91299999999998,85.82775,86.92675,87.25699999999999,87.00699999999999,86.5565,85.823,84.71525,83.561,82.45125,29.644,29.653499999999998,29.644,29.643500000000007,29.6555,29.635999999999996,29.607500000000005,29.597,29.576999999999998,29.5485,0.080894575,0.080574275,0.08188755,0.082303975,0.08188762499999999,0.084386225,0.087045,0.088774775,0.08835835,0.08723725,0.08678875,0.080991,0.091241,0.002656775373926069,-0.6892710348240176,-0.1617035784224545,0.0,0.0,0.0,81.1625,79.37,82.43,0.8649414720083728,0.15914837456978664,29.526999999999997,29.51,29.55,0.016462077633153976,0.0
39,85.82775,86.92675,87.25699999999999,87.00699999999999,86.5565,85.823,84.71525,83.561,82.45125,81.1625,29.653499999999998,29.644,29.643500000000007,29.6555,29.635999999999996,29.607500000000005,29.597,29.576999999999998,29.5485,29.526999999999997,0.080574275,0.08188755,0.082303975,0.08188762499999999,0.084386225,0.087045,0.088774775,0.08835835,0.08723725,0.08678875,0.087109075,0.080991,0.095085,0.003105503054156445,-0.49544621324497573,0.3582615101490439,0.0,0.0,0.0,79.30874999999999,76.84999999999998,81.18,1.2869560744252306,0.22336012085809812,29.500999999999998,29.47,29.53,0.020952326839758072,0.0
